"name","orig_id","streetAddress","state","location"
"WALMART #002905","ANY936017","250 Route 59","NY","41.113417,-74.107272"
"7-ELEVEN #39162","APH226516","19 Franklin Tpke","NJ","41.106267,-74.148723"
"ACE PHARMACY","APH205869","186 Broadway","NJ","40.30457,-73.986376"
"7-ELEVEN #11206","ANY089577","4506 Sunrise Hwy","NY","40.675896,-73.468829"
"7-ELEVEN #34699","APH307839","111 Main St Ste #6","NJ","40.411505,-74.370071"
"RITE AID #1019","ANY030496","133 Route 303","NY","41.119464,-73.942349"
"MARIO MULTIPLE CAR SERVICE","APH340531","1 Highland Ave","NJ","40.490499,-74.45971"
"7-ELEVEN #39227","APH227496","2615 Highway 516","NJ","40.387989,-74.335286"
"7-ELEVEN #32660","APH146492","16 Broad St","NJ","40.304404,-74.059089"
"7-ELEVEN #11147","ANY089193","711 Broadway","NY","40.6919,-73.46532"
"SHOP RITE DEER PARK","ANY222864","1960 Deer Park Ave","NY","40.764472,-73.33152"
"COMPARE FOODS","ANY930626","210 N Main St","NY","41.123008,-74.041757"
"7-ELEVEN #21450","ANY116538","28 Route 59","NY","41.113137,-74.131841"
"7-ELEVEN #41177","APH336758","66 Centennial Drive","NJ","40.30149,-73.978823"
"STOP & SHOP #810","APH127693","1600 Perrineville Rd","NJ","40.316158,-74.440031"
"7-ELEVEN #10951","APH135227","286 Summer Hill Rd","NJ","40.419351,-74.388551"
"CAREPOINT PHARMACY","APH339092","10 Plainfield Ave Ste 1","NJ","40.537873,-74.498956"
"LONG BRANCH CONVENIENCE","APH056038","532 Broadway","NJ","40.299726,-74.000013"
"STOP & SHOP #877","APH052485","553 S Finley Ave","NJ","40.68412,-74.549932"
"ACME #2916","APH329400","300 Ryders  Lane","NJ","40.447815,-74.42411"
"WALGREENS #19628","APH313768","16 Lyons Mall","NJ","40.683811,-74.550461"
"WALMART #004153","APH344975","2825 Hwy Route 18","NJ","40.373805,-74.319338"
"FRIENDLY CHECK CASHING","APH310501","514 Georges Rd","NJ","40.471456,-74.449403"
"7-ELEVEN #33268","ANY104878","160 Sunnyside Blvd","NY","40.794997,-73.46919"
"7-ELEVEN #11160","ANY089302","85 Merritts Rd","NY","40.731378,-73.459109"
"WALGREENS #19996","APH312602","205 Morris Ave","NJ","40.298068,-73.987903"
"BRIANNA ENTERPRISES INC","ANY936853","229 Merritts Rd","NY","40.721112,-73.458323"
"STOP & SHOP #612","ABS060763","11 Glen Ridge Rd","CT","41.039658,-73.667011"
"VIP DELI & CONVENIENCE LLC","APH339849","570 Georges Rd","NJ","40.470326,-74.450697"
"V-CARE PHARMACY","ABS026279","59 E Eckerson Rd","NY","41.127718,-74.040127"
"GIANNA'S CHECK CASHING","ANY197894","145 Bay Shore Rd","NY","40.748491,-73.320252"
"STOP & SHOP #511","ANY103767","8101 Jericho Tpke","NY","40.81534,-73.47207"
"COMMUNITY CHECK CASHING","APH230762","210 State Route 36","NJ","40.295765,-74.027415"
"JUANITOS COMMUNICATIONS II","APH306399","25 Elizabeth St Ste B","NJ","40.478906,-74.461211"
"WALGREENS #5201","APH284024","216 State Route 36","NJ","40.295206,-74.027884"
"FRIENDLY CHECK CASHING #12","APH189831","614 Livingston Ave","NJ","40.476664,-74.461146"
"WALGREENS #19953","APH313614","123 Morristown Rd","NJ","40.71987,-74.558635"
"7-ELEVEN #38462","APH337155","99 Lincoln Blvd","NJ","40.562529,-74.522022"
"DOLLAR GENERAL #14619","APH324603","130 Skyline Drive","NJ","41.085793,-74.260579"
"STOP & SHOP #885","APH052573","130 Skyline Dr","NJ","41.085542,-74.261411"
"7-ELEVEN #10950","APH135216","120 Old Stage Rd","NJ","40.407954,-74.38665"
"7-ELEVEN #39301","APH227935","692 Livingston Ave","NJ","40.474923,-74.462775"
"RITE AID #3477","APH050735","767-773 Hamilton Avenue","NJ","40.490267,-74.476482"
"WALGREENS #2513","APH283463","421 Ryders Ln","NJ","40.436021,-74.423509"
"7-ELEVEN #34257","ANY156161","758 Old Bethpage Rd","NY","40.76345,-73.45398"
"RINGWOOD SERVICES LLC","APH346263","99 Skyline Dr","NJ","41.086605,-74.263222"
"UNITED CHECK CASHING","APH168799","179 Us Highway 46","NJ","40.891568,-74.511021"
"ALLTOWN PHARMACY INC","APH169657","158 Wyckoff Rd","NJ","40.292125,-74.054729"
"WALGREENS #19609","APH313076","107 N Main St","NJ","40.331861,-74.246269"
"7-ELEVEN #11451","APH137032","198 Us Highway 46","NJ","40.890494,-74.512317"
"KING KULLEN #55","ANY138516","4938 Merrick Rd","NY","40.665027,-73.452086"
"RITE AID #599","APH117023","841 Georges Rd","NJ","40.464395,-74.456431"
"ACME #2494","ABS206349","160 W Putnam Ave","CT","41.027039,-73.630674"
"STOP & SHOP #557","ANY244314","421 Commack Rd","NY","40.763382,-73.310562"
"WALGREENS #9335","APH284914","260 Us Highway 46","NJ","40.890644,-74.513826"
"STOP & SHOP #0545","ANY155203","55 Motor Ave","NY","40.72511,-73.44687"
"ONE STOP CARDS & CONVENIENCE","ANY156853","296 Main St","NY","40.732378,-73.446118"
"7-ELEVEN #29729","ANY091127","150 Main St","NY","40.73531,-73.4462"
"7-ELEVEN #23862","ANY090599","725 Fulton St","NY","40.72769,-73.44498"
"7-ELEVEN #11022","APH135700","1128 Pinebrook Rd","NJ","40.290848,-74.079695"
"7-ELEVEN #39688","APH278063","314 Rues Ln","NJ","40.418261,-74.410815"
"DOLLAR GENERAL #12121","APH323756","175 Locust Ave","NJ","40.286826,-74.01818"
"RITE AID #10648","ANY129804","5125 Merrick Rd","NY","40.667082,-73.446788"
"7-ELEVEN #33061","APH139573","187 Wall St","NJ","40.286247,-74.016838"
"WALGREENS #12441","APH286718","81 Us Highway 9","NJ","40.353116,-74.308483"
"WALGREENS #6983","APH284453","920 Hamilton St","NJ","40.487155,-74.48407"
"7-ELEVEN #26572","APH138956","554 Ocean Blvd","NJ","40.285579,-73.98461"
"WALGREENS #19762","APH312899","15 Summerhill Rd","NJ","40.396353,-74.385692"
"WALMART #002003","APH343161","979 Route #1 South","NJ","40.462121,-74.463737"
"SUPERSAVERS MARKET #2","APH334196","1210 Main St","NJ","40.176569,-74.026508"
"STOP & SHOP #2813","APH243863","150 W End Ct","NJ","40.283324,-73.989076"
"DOLLAR GENERAL #11961","APH323668","295 Route 46","NJ","40.891357,-74.522301"
"CONTINENTAL MULTI SERVICES","ANY095868","7 N Moger Ave","NY","41.208719,-73.72792"
"ACME #2416","ANY241157","600 Columbus Avenue","NY","41.108065,-73.775414"
"KRAUSZERS FOOD STORE","APH207751","310 W Union Ave","NJ","40.567271,-74.5424"
"PHONES ARE US","APH295804","140 State Route 10","NJ","40.874375,-74.536705"
"7-ELEVEN #11174","ANY089391","1003 Fulton St","NY","40.725236,-73.433053"
"WALGREENS #4920","ANY198466","918 Main St","NY","40.714,-73.43284"
"COMPARE FOODS","ANY932079","918 Main St","NY","40.714,-73.43284"
"7-ELEVEN #34447","ANY155115","26 N Main St","NY","41.147985,-73.98869"
"WALGREENS #6957","APH284442","476 W Union Ave","NJ","40.567694,-74.54758"
"BRIANNA ENTERPRISES INC","ANY936864","46 Genova Ct","NY","40.71433,-73.429978"
"7-ELEVEN #11184","ANY115537","5570 Merrick Rd","NY","40.66936,-73.43212"
"7-ELEVEN #29158","APH338518","84 Veronica Ave Rt 27 North","NJ","40.475061,-74.489665"
"7-ELEVEN #34925","APH244699","545 Martinsville Rd","NJ","40.645139,-74.576619"
"7-ELEVEN #37280","APH296915","155 S Salem St","NJ","40.879205,-74.54127"
"PLAZA PHARMACY","APH345635","84 Veronica Ave","NJ","40.475093,-74.490824"
"7-ELEVEN #33989","ANY161219","350 Broadhollow Rd","NY","40.717082,-73.427275"
"7-ELEVEN #37201","ANY218377","827 Broadway","NY","40.70437,-73.42736"
"7-ELEVEN #35703","ANY195661","1255 Melville Rd","NY","40.7486,-73.42892"
"STOP & SHOP #2800","APH222677","1221 State Route 27","NJ","40.474706,-74.491958"
"7-ELEVEN #37938","APH307938","2 Veronica Ave","NJ","40.487633,-74.502581"
"7-ELEVEN #11036","APH135799","45 Monmouth Rd","NJ","40.271243,-74.015438"
"WALGREENS #13468","ANY200709","31 Cavalry Dr","NY","41.154727,-73.985899"
"STOP & SHOP #0596","ANY160812","180 N Main St","NY","41.15515,-73.98877"
"WALMART #005295","ANY936347","965 Broadhollow Rd","NY","40.726881,-73.420396"
"WALGREENS #10464","ANY199588","35 Kensico Rd","NY","41.12375,-73.78026"
"7-ELEVEN #34069","ANY149989","613 Broadhollow Rd","NY","40.759337,-73.421658"
"7-ELEVEN #35007","APH246284","725 Promenade Blvd","NJ","40.567574,-74.560654"
"ACME #2927","APH330071","690 Millbrook Ave","NJ","40.827988,-74.57438"
"WALGREENS #18958","ANY230773","455 Route 306 Ste L","NY","41.155829,-74.070909"
"7-ELEVEN #32338","ANY091435","403 Broadway","NY","40.68552,-73.41864"
"WALGREENS #5956","ANY198576","275 Broadway","NY","40.680986,-73.416172"
"P & M GAS AND AUTO REPAIRS INC","ANY933025","160 S Highland Ave","NY","41.1483,-73.860505"
"7-ELEVEN #18606","APH137571","811 W Park Ave","NJ","40.264502,-74.043645"
"WALGREENS #10379","APH285399","100 E Mcfarlan St","NJ","40.888068,-74.55289"
"CHECK CASHING STATION","APH234634","2005 State Route 35 Ste 20","NJ","40.26394,-74.040865"
"WALGREENS #19420","APH313681","2000 State Hwy 35 S","NJ","40.263774,-74.043474"
"DOLLAR GENERAL #21988","ANY933827","3395 Great Neck Rd","NY","40.698316,-73.410563"
"DOVER WIRELESS WORLD LLC","APH339739","57 E Blackwell St","NJ","40.884229,-74.558008"
"WEIS #136","APH317915","146 Center Grove Road","NJ","40.862865,-74.569824"
"7-ELEVEN #16369","ANY090159","282 Montauk Hwy","NY","40.669738,-73.410723"
"7-ELEVEN #32595","ANY091512","24 Broadhollow Rd","NY","40.791872,-73.416133"
"HEALTH MART PHARMACY","ANY226066","5 Candlewood Rd Ste 1","NY","40.768389,-73.260444"
"7-ELEVEN #37284","ANY233996","378 Oakwood Rd","NY","40.841059,-73.42937"
"7-ELEVEN #39030","APH209247","130 S Main St Ste E","NJ","40.297526,-74.256677"
"STOP & SHOP #550","ANY120212","351 Merrick Rd","NY","40.66812,-73.40606"
"7-ELEVEN #11145","ANY089171","154 Oak St","NY","40.67943,-73.40423"
"7-ELEVEN #32760","ANY091622","837 Walt Whitman Rd","NY","40.80045,-73.41255"
"MEDLIFE PHARMACY","APH298599","2000 State Route 27","NJ","40.459579,-74.508796"
"RITE AID #10641","ANY128825","283 W Jericho Tpke","NY","40.829264,-73.420293"
"KING KULLEN #19","ANY027021","275 W Jericho Tpke","NY","40.82864,-73.41954"
"STOP & SHOP #2811","APH243818","700 Tennent Rd","NJ","40.314781,-74.30701"
"ACME #2497","ABS206097","1261 E Putnam Ave","CT","41.041607,-73.57937"
"JUST FOR YOU BEAUTY SUPPLY","ANY212249","1624 Brentwood Rd","NY","40.76391,-73.247189"
"WALGREENS #17701","ANY232522","325 Route 110","NY","40.81579,-73.411444"
"RITE AID #10640","ANY129277","391 W Main St","NY","40.87017,-73.43233"
"STOP & SHOP #640","ABS007876","385 Connecticut Ave","CT","41.100699,-73.440009"
"KRAUSZERS","APH340036","807 Deal Rd","NJ","40.251593,-74.0412"
"KRAUSZERS","APH310907","807 Deal Rd","NJ","40.251572,-74.041222"
"GULF EXPRESS","ANY929693","532 Walt Whitman Rd","NY","40.810742,-73.409229"
"BRENTWOOD PHARMACY","ANY928405","761 Suffolk Ave","NY","40.781142,-73.246957"
"ECUAVENTAS DISCOUNT STORE","ANY932574","22a Croton Ave","NY","41.163439,-73.860805"
"WALMART #005178","APH344788","220 Enterprise Dr","NJ","40.907387,-74.562425"
"INDIANA EXPRESS","ANY217024","793 Suffolk Ave","NY","40.78137,-73.24553"
"WALGREENS #6757","ABS178365","1333 E Putnam Ave","CT","41.043647,-73.574597"
"7-ELEVEN #32417","ANY091501","175 W Sunrise Hwy","NY","40.694527,-73.393038"
"7-ELEVEN #34030","ANY201755","1000 Wellwood Ave","NY","40.715907,-73.392213"
"CROSSROADS CARD & GIFT","ABS201915","280 Connecticut Ave","CT","41.103294,-73.435654"
"AMITYVILLE PAYROLL SERVICES #7","ANY146414","1821 Brentwood Rd","NY","40.779261,-73.243127"
"TU MINI OFFICE CORP","ANY936709","695 Marconi Blvd Unit 838","NY","40.677822,-73.393585"
"ICARGO SHIPPING","ANY221708","2085 New York Ave","NY","40.83159,-73.410813"
"7-ELEVEN #25520","ANY090829","1999 New York Ave","NY","40.833445,-73.411368"
"WALGREENS #12871","ANY200666","78 Croton Ave","NY","41.16537,-73.85782"
"STOP & SHOP #2583","ANY213426","60 Wall St","NY","40.87339,-73.42769"
"ACME #2495","ANY241092","1886 Pleasantville Rd","NY","41.16406,-73.84599"
"C TOWN","ANY145600","100 Croton Ave","NY","41.16608,-73.85627"
"7-ELEVEN #11167","ANY089346","781 Wellwood Ave","NY","40.707279,-73.38952"
"RITE AID #10633","ANY130673","901 Montauk Hwy","NY","40.6696,-73.3922"
"WALGREENS #10440","APH285454","2703 Us Highway 130","NJ","40.428303,-74.494544"
"WALMART #002651","APH343644","100 North Main Street","NJ","40.546713,-74.583746"
"WALGREENS #19955","APH312965","544 Allen Rd","NJ","40.65392,-74.619647"
"7-ELEVEN #37270","ANY212722","139 N Service Rd","NY","40.78631,-73.394053"
"J & TA COMMUNICATIONS INC","ANY229201","1433 New York Ave","NY","40.848059,-73.411522"
"STOP & SHOP #0551","ANY135128","533 E Main St","NY","40.728209,-73.230809"
"DOLLAR GENERAL #19227","ANY240705","660 N Wellwood Ave","NY","40.702737,-73.385571"
"7-ELEVEN #33545","ANY147239","1297 New York Ave","NY","40.85102,-73.41157"
"WALGREENS #3470","ANY198257","984 New York Ave","NY","40.85802,-73.41374"
"KING KULLEN #16","ANY026987","600 Wellwood Ave","NY","40.700651,-73.382557"
"FRIENDLY CHECK CASHING #19","APH225142","106 S Main St","NJ","40.542169,-74.587511"
"AMITYVILLE PAYROLL SVCS #8","ANY140913","673 Route 109","NY","40.714955,-73.381522"
"7-ELEVEN #25773","ANY126087","230 N Highland Ave","NY","41.17446,-73.86696"
"RITE AID #4902","ANY028967","600 Wellwood Ave","NY","40.700758,-73.381503"
"7-ELEVEN #35699","ANY241267","550 Straigt Path","NY","40.716286,-73.380947"
"RITE AID #4746","APH051341","132 N Gaston Ave","NJ","40.571026,-74.601894"
"COLONELS DELI","ANY201359","25a Old Route 202a","NY","41.186224,-74.034122"
"7-ELEVEN #26390","ANY112567","329 Jericho Turnpike","NY","40.830057,-73.398568"
"WYANDANCH VALERO","ANY195902","10 Long Island Ave","NY","40.74944,-73.38075"
"WALGREENS #19878","APH312668","350 N Main St","NJ","40.909602,-74.578926"
"7-ELEVEN #11156","ANY089269","915 Straight Path","NY","40.72258,-73.37722"
"WHARTON HILL EXXON","APH317751","340 N Main St","NJ","40.90889,-74.580011"
"7-ELEVEN #15991","ANY090072","126 New York Ave","NY","40.88573,-73.41801"
"7-ELEVEN #11168","ANY089357","849 N Greene Ave","NY","40.70218,-73.37601"
"WALGREENS #7477","APH284628","16 Princeton Hightstown Rd","NJ","40.274087,-74.538836"
"7-ELEVEN #11163","ANY089335","328 Depot Rd","NY","40.83797,-73.3964"
"7-ELEVEN #11032","APH135777","3208 Sunset Ave","NJ","40.234929,-74.036576"
"SHRIJIKRUPA SALES LLC","APH295761","1517 Finnegan Ln","NJ","40.431611,-74.515692"
"KING KULLEN #40","ANY027229","50 New York Ave","NY","40.88763,-73.41619"
"RITE AID #1796","APH054014","4057 Asbury Ave Ste 8","NJ","40.236238,-74.078882"
"7-ELEVEN #11446","APH346296","218 Mercer Street","NJ","40.580439,-74.614103"
"7-ELEVEN #11446","APH137009","218 Mercer St","NJ","40.580439,-74.614103"
"DOLLAR GENERAL #12737","APH324065","2201 Sunset Ave","NJ","40.232536,-74.026434"
"MINA MART","ANY931265","120 West Ramapo Road","NY","41.19364,-74.014162"
"7-ELEVEN #16258","ANY090115","540 Route 109","NY","40.711738,-73.371537"
"TWO BROTHERS SUPERMARKET LLC","ABS123079","232 Stillwater Ave","CT","41.05252,-73.555595"
"DOLLAR BAZAAR","APH328476","1463a Finnegan Ln","NJ","40.440223,-74.52813"
"SABRINAS CHECK CASHING II","ANY104021","1557 Islip Ave","NY","40.780525,-73.216507"
"7-ELEVEN #33499","ANY132389","295 S Wellwood Ave","NY","40.68441,-73.37068"
"WALGREENS #15212","ANY202657","411 King St","NY","41.160003,-73.765285"
"7-ELEVEN #38533","ANY928339","733 Park Avenue","NY","40.859978,-73.398292"
"7-ELEVEN #32757","ANY093273","128 E Main St","NY","40.87908,-73.40649"
"7-ELEVEN #16025","ANY090083","251 W Montauk Hwy","NY","40.6759,-73.36981"
"7-ELEVEN #26378","APH138923","1509 Main St","NJ","40.228966,-74.009378"
"7-ELEVEN #11449","APH137021","432 Hwy 206","NJ","40.585819,-74.62224"
"7 ELEVEN/SUNOCO #40396","APH308434","939 Cranbury South River Rd","NJ","40.371538,-74.458608"
"RITE AID #10642","ANY130255","695 E Jericho Tpke","NY","40.835262,-73.383895"
"D & L CHECK CASHING","APH217981","804 5th Ave","NJ","40.225585,-74.010656"
"STOP & SHOP #543","ANY107859","88 Golding Ave","NY","40.710737,-73.362281"
"7-ELEVEN #15560","APH137197","171 Buckelew Ave","NJ","40.345508,-74.429159"
"DOLLAR GENERAL #13334","ANY239200","91 South Route 9w Suite 9","NY","41.201198,-73.984359"
"DAVE PETROLEUM","ANY196815","1501 Straight Path","NY","40.749393,-73.362592"
"WALGREENS #13862","APH290359","2 Gordons Corner Rd","NJ","40.302735,-74.356308"
"KLK EXPRESS SPORTS","ANY932749","144 Ramapo Rd Ste 3","NY","41.202003,-73.991954"
"CHECK CASHING STATION","APH039505","5995 Us Highway 9","NJ","40.122836,-74.220591"
"7-ELEVEN #34687","APH242400","1401 Asbury Ave","NJ","40.222973,-74.022645"
"WALGREENS #19278","APH312987","901 Main St","NJ","40.222158,-74.011242"
"LIQUOR CITY NORTH","APH234755","3790 Us Highway 1","NJ","40.422205,-74.52661"
"SQUARE NEWS","ABS207856","97 Atlantic St","CT","41.05398,-73.539363"
"STOP & SHOP #662","ABS008152","380 Main Ave","CT","41.140859,-73.424207"
"PIZZA HOUSE LLC","ANY933465","1580 Straight Path","NY","40.754978,-73.36009"
"WALGREENS #6090","APH284211","3125 State Route 27","NJ","40.436755,-74.540995"
"RITE AID #4509","APH050494","353 Route 202-206","NJ","40.578174,-74.628733"
"7-ELEVEN #38220","ANY234337","194 Montauk Hwy","NY","40.681137,-73.359218"
"WALGREENS #7347","APH284596","129 Somerset St","NJ","40.568967,-74.625263"
"WALMART #005142","APH344535","3575 State Route 66","NJ","40.225019,-74.085175"
"WALMART #005142","APH342423","3575 State Route 66","NJ","40.225019,-74.085175"
"7-ELEVEN #32637","ANY132037","901 E Jericho Tpke","NY","40.83512,-73.37721"
"7-ELEVEN #38092","ANY220642","10 Station Dr","NY","40.75535,-73.35902"
"DOLLAR GENERAL #15375","APH325671","3151 Route 27","NJ","40.436726,-74.542594"
"AMITYVILLE PAYROLL SVC #2","ANY117551","58 E Suffolk Ave Unit A","NY","40.79136,-73.19892"
"JIFFY STOP","ANY093800","400 State Route 17m","NY","41.317326,-74.169813"
"7-ELEVEN #32783","ANY091633","901 Little East Neck Rd","NY","40.71826,-73.35431"
"STOP & SHOP #2503","ANY142564","7 Samsondale Plz","NY","41.206667,-73.985827"
"WALGREENS #7915","APH284772","3580 State Route 66","NJ","40.222247,-74.085702"
"EUROPEAN DELI","ABS000693","427 Elm St","CT","41.050164,-73.527297"
"7-ELEVEN #37708","ANY933179","135 Route 10","NY","40.718142,-73.353185"
"LNR CHECK XCHANGE","APH225373","31 E Main St","NJ","40.261021,-74.273732"
"RITE AID #10390","ABS137786","82 Hoyt St","CT","41.061298,-73.537363"
"MEGA CLEAN LAUNDROMAT LLC","ABS212388","131 Cove Rd","CT","41.049137,-73.521947"
"7-ELEVEN INC #38532","APH338969","311 Highway 35","NJ","40.216089,-74.031088"
"ON THE WAY EXXON","APH304078","265 Route 15","NJ","40.938644,-74.591654"
"WALGREENS #10310","ABS179333","780 E Main St","CT","41.05534,-73.528823"
"ACME #1099","APH329905","5734 Berkshire Valley Road","NJ","41.036213,-74.50602"
"7-ELEVEN #38428","APH337199","523 Route 202 N","NJ","40.573802,-74.636865"
"NEPTUNE CHECK CASHING","APH304199","211 State Route 35 N","NJ","40.214537,-74.03013"
"ACME #3960","APH329466","3241 Hwy Rt 9","NJ","40.257966,-74.275366"
"STOP & SHOP #516","ANY132400","1100 E Jericho Tpke","NY","40.833516,-73.366554"
"WALGREENS #11507","APH286444","1502 Union Valley Rd","NJ","41.130773,-74.367668"
"JEFFERSON MARKET","APH333139","248 Espanong Road","NJ","40.916501,-74.608927"
"RITE AID #10415","APH193274","3 Marshall Hill Rd","NJ","41.132725,-74.36671"
"7-ELEVEN #25160","ANY090764","660 W Montauk Hwy","NY","40.68564,-73.34639"
"RITE AID #10424","APH195001","75 S Main St","NJ","40.211615,-74.015658"
"ROCKLAND EMPLOYEES FCU - HELEN","ANY933443","51 - 55 N Route 9 W","NY","41.213933,-73.986161"
"FAMILY FINANCIAL CENTERS","ABS158477","953 E Main St","CT","41.055741,-73.521427"
"7-ELEVEN INC","ANY221203","675 Sunrise Hwy","NY","40.71374,-73.34354"
"7-ELEVEN #15528","ANY126065","74 N Central Hwy","NY","41.215023,-73.996314"
"STOP & SHOP #564","ANY002567","575 W Montauk Hwy","NY","40.68644,-73.34359"
"COVE VARIETY","ABS189947","861 Cove Rd","CT","41.048766,-73.509719"
"WALGREENS #19951","ANY232698","729 Sunrise Hwy","NY","40.714679,-73.341494"
"7-ELEVEN #33607","ANY121323","247 Broadway Greenlawn","NY","40.85112,-73.36578"
"WALGREENS #5200","APH284013","1905 State Route 33","NJ","40.208375,-74.037053"
"STOP & SHOP #818","APH153751","24 Summerfield Blvd","NJ","40.380512,-74.507222"
"STOP & SHOP #594","ANY016890","1730 Veterans Hwy","NY","40.803583,-73.180351"
"7-ELEVEN #32948","APH139517","3701 State Route 33","NJ","40.210854,-74.091213"
"WALGREENS #10446","ANY199577","135 S Liberty Dr","NY","41.2192,-73.98632"
"7-ELEVEN #32263","ANY091424","140 Little East Neck Rd","NY","40.69734,-73.33745"
"GROVER FOOD & CONVENIENCE","APH337539","179 South St Ste 11","NJ","40.247416,-74.274659"
"COMMUNITY CHECK CASHING","APH020178","306a W Sylvania Ave","NJ","40.205326,-74.047598"
"WEIS #230","APH296894","315 Us Highway 206","NJ","40.517094,-74.626103"
"STOP & SHOP #2814","APH243829","116 3rd Ave","NJ","40.202705,-74.028239"
"FRIENDLY CHECK CASHING","APH301383","116 3rd Ave","NJ","40.202394,-74.028973"
"BELLTOWN SUPERETTE","ABS006446","29 Belltown Rd","CT","41.076931,-73.531228"
"7-ELEVEN #11149","ANY089214","2160 Deer Park Ave","NY","40.77468,-73.33495"
"DAYTON PARK PHARMACY","APH180337","365 Georges Rd Ste 5","NJ","40.374035,-74.511767"
"CHECK CASHING STATION","APH172253","202a Main St","NJ","40.089979,-74.212034"
"7-ELEVEN #36883","APH278139","31-33 Main St","NJ","40.198062,-74.020028"
"WALMART #003912","APH344557","461 Rt 10 Suite A100","NJ","40.872907,-74.652303"
"WALGREENS #9934","APH285267","1131 Us Highway 46","NJ","40.879642,-74.649817"
"WALGREENS #5439","ANY198521","1770 Deer Park Ave","NY","40.75681,-73.32738"
"7-ELEVEN #11019","APH135678","50 Schanck Rd","NJ","40.239862,-74.277696"
"WALMART #003236","APH343666","326 W Main St","NJ","40.243703,-74.293521"
"7-ELEVEN #11210","ANY089609","7 Bay Shore Rd","NY","40.75026,-73.32448"
"RITE AID #10623","ANY127505","1200 Deer Park Ave","NY","40.736962,-73.32236"
"7-ELEVEN #34275","APH279734","40 Steiner Ave","NJ","40.194121,-74.02455"
"7-ELEVEN #39718","APH289469","4000 Us Highway 1","NJ","40.401131,-74.552645"
"7-ELEVEN #11205","ANY089566","865 Long Island Ave","NY","40.76374,-73.32091"
"WALGREENS #4963","APH283979","425 W Main St","NJ","40.242307,-74.303335"
"STOP & SHOP #2812","APH243852","160 Village Center Dr","NJ","40.241108,-74.307949"
"WALGREENS #21268","ABS217107","76 Heights Rd","CT","41.069342,-73.494924"
"ACME #2439","ABS206053","1201 High Ridge Rd","CT","41.109289,-73.547115"
"WALGREENS #1873","ABS176527","138 Heights Rd","CT","41.070018,-73.493774"
"7-ELEVEN #23920","ANY090643","385 Commack Rd","NY","40.76029,-73.31334"
"7-ELEVEN #16202","ANY090104","274 Bay Shore Rd","NY","40.74361,-73.3109"
"WALGREENS #11620","ABS179904","1203 High Ridge Rd","CT","41.110448,-73.545815"
"COME AND BUY FOOD STORE","APH336329","613 Ridge Rd Ste 103","NJ","40.37944,-74.545991"
"WALGREENS #19410","APH313032","11 W Main St","NJ","40.782461,-74.699726"
"7-ELEVEN #16432","ANY090171","174 Higbie Ln","NY","40.70599,-73.30659"
"SPRINGDALE STATIONARY","ABS139689","1072 Hope St","CT","41.095119,-73.519761"
"WALGREENS #13698","APH287094","3247 Us Highway 9","NJ","40.219908,-74.263558"
"7-ELEVEN #39663","APH275972","1300 Rt 37","NJ","40.196502,-74.168476"
"WALGREENS # 10277","APH299677","3885 Route 27","NJ","40.416919,-74.586699"
"EL UNIVERSAL CORP","ANY220884","173 Lexington Ave","NY","41.20217,-73.73109"
"EL UNIVERSAL","ANY098487","173 Lexington Ave","NY","41.202148,-73.730892"
"WALGREENS #17743","APH311964","314 Applegarth Rd","NJ","40.31663,-74.472685"
"MONARCAS MONEY TRANSFER","APH301844","22 W Main St","NJ","40.234896,-74.313098"
"WALGREENS #19748","APH313548","810 Main St","NJ","40.18041,-74.025087"
"7-ELEVEN #26251","ANY097024","3041 Jericho Tpke","NY","40.839517,-73.322702"
"DOLLAR GENERAL #19185","APH327969","831 Belmar Plaza","NJ","40.18021,-74.026899"
"HARLAN CHECK CASHING #3","ANY094043","230 E Main St","NY","41.202444,-73.726427"
"STOP & SHOP #2553","ANY032223","400 Union Blvd","NY","40.70749,-73.30158"
"7-ELEVEN #24247","APH138484","1100 State Route 35","NJ","40.178899,-74.029388"
"7-ELEVEN #25398","APH138682","801 Ocean Ave","NJ","40.178631,-74.01351"
"RITE AID #10653","ANY129299","395 Fort Salonga Rd Ste F","NY","40.893027,-73.341409"
"WALGREENS #12564","APH286817","706 Us Highway 206","NJ","40.494887,-74.648955"
"STOP & SHOP #526","ANY000972","3126 Jericho Tpke","NY","40.83843,-73.318191"
"7-ELEVEN #11458","APH137087","138 Lakeside Blvd","NJ","40.907679,-74.665431"
"WALGREENS #18072","ANY231213","55-59 S Moger Ave","NY","41.206497,-73.72926"
"STOP & SHOP #558","ANY244325","454 Fort Salonga Rd","NY","40.892288,-73.33745"
"FIRST FOOD STOP","APH310798","450 Amwell Rd Ste 8","NJ","40.498472,-74.654542"
"7-ELEVEN #36048","APH280987","1601 Route 35","NJ","40.176278,-74.042045"
"RITE AID #10665","ANY129837","532a Union Blvd","NY","40.709049,-73.296078"
"7-ELEVEN #32003","ANY091215","616 Union Blvd","NY","40.71053,-73.29411"
"LAKE COMO CHECK CASHING","APH304209","1701 Main St","NJ","40.173323,-74.027637"
"7-ELEVEN #11157","ANY126373","223 Laurel Rd","NY","40.88764,-73.33123"
"RITE AID #10635","ANY129914","577 Larkfield Rd","NY","40.85716,-73.31874"
"WALGREENS #9865","ANY199148","5001 Jericho Tpke","NY","40.8406,-73.31273"
"7-ELEVEN #26250A","ANY125602","501 Larkfield Rd","NY","40.86451,-73.32099"
